text,label
Your SBI account has been suspended. Verify your Aadhaar number immediately.,phishing
"Dear user, your Google subscription will be cancelled. Confirm your OTP.",phishing
Congratulations! You have won a iPhone. Send your PIN to claim.,phishing
This is the RBI. Pay ₹2249 to avoid penalties.,phishing
Urgent: Complete KYC for your SBI account by sharing card number.,phishing
You are eligible for a loan of ₹16672. Provide PIN to proceed.,phishing
We noticed suspicious activity in your ICICI account. Share your card number now.,phishing
Kindly provide your OTP to continue using your SBI account.,phishing
Your Axis account has been suspended. Verify your card number immediately.,phishing
Your HDFC account has been suspended. Verify your Aadhaar number immediately.,phishing
"Dear user, your Google subscription will be cancelled. Confirm your PIN.",phishing
Kindly provide your card number to continue using your PNB account.,phishing
Urgent: Complete KYC for your Axis account by sharing PAN.,phishing
Your PNB account has been suspended. Verify your Aadhaar number immediately.,phishing
Your card is blocked. Call +91-9988776655 and provide PAN to unblock.,phishing
We noticed suspicious activity in your ICICI account. Share your Aadhaar number now.,phishing
Your card is blocked. Call +91-9876543210 and provide card number to unblock.,phishing
You are eligible for a loan of ₹26479. Provide card number to proceed.,phishing
This is the RBI. Pay ₹3001 to avoid penalties.,phishing
Update your Google login immediately or access will be revoked.,phishing
Congratulations! You have won a iPhone. Send your Aadhaar number to claim.,phishing
We noticed suspicious activity in your ICICI account. Share your Aadhaar number now.,phishing
Update your Microsoft login immediately or access will be revoked.,phishing
Your ICICI account has been suspended. Verify your Aadhaar number immediately.,phishing
Urgent: Complete KYC for your ICICI account by sharing Aadhaar number.,phishing
You are eligible for a loan of ₹18640. Provide PAN to proceed.,phishing
Update your Microsoft login immediately or access will be revoked.,phishing
This is the SEBI. Pay ₹14605 to avoid penalties.,phishing
Update your Amazon login immediately or access will be revoked.,phishing
"Dear user, your Netflix subscription will be cancelled. Confirm your card number.",phishing
Congratulations! You have won a iPhone. Send your OTP to claim.,phishing
This is the RBI. Pay ₹24684 to avoid penalties.,phishing
This is the SEBI. Pay ₹28279 to avoid penalties.,phishing
Congratulations! You have won a iPhone. Send your OTP to claim.,phishing
Urgent: Complete KYC for your PNB account by sharing Aadhaar number.,phishing
Kindly provide your OTP to continue using your PNB account.,phishing
You are eligible for a loan of ₹22912. Provide OTP to proceed.,phishing
Urgent: Complete KYC for your Axis account by sharing Aadhaar number.,phishing
Your Axis account has been suspended. Verify your OTP immediately.,phishing
"Dear user, your Google subscription will be cancelled. Confirm your card number.",phishing
Your card is blocked. Call +91-9123456780 and provide card number to unblock.,phishing
Your Microsoft subscription has been successfully renewed.,normal
Your child’s school will reopen on Monday.,normal
Thank you for visiting our website.,normal
Your electricity bill for Tuesday is ₹19528.,normal
Your child’s school will reopen on Monday.,normal
Your Paytm subscription has been successfully renewed.,normal
Reminder: Your appointment is scheduled on Monday at 10:00 AM.,normal
Your ticket #10922 has been confirmed for 15/11/2025.,normal
Your order #54419 has been shipped and will arrive by 12/10/2025.,normal
Your ticket #26054 has been confirmed for Monday.,normal
Your payment of ₹19884 has been received successfully.,normal
Your child’s school will reopen on 12/10/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Your ticket #79410 has been confirmed for 12/10/2025.,normal
Your Axis account balance is ₹26993.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your Microsoft subscription has been successfully renewed.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Reminder: Your appointment is scheduled on Tuesday at 3:00 PM.,normal
Your order #84071 has been shipped and will arrive by Tuesday.,normal
Your payment of ₹37690 has been received successfully.,normal
Your electricity bill for Tuesday is ₹46084.,normal
Reminder: Your appointment is scheduled on 15/11/2025 at 6:30 PM.,normal
Your order #45438 has been shipped and will arrive by Monday.,normal
Your Google subscription has been successfully renewed.,normal
Reminder: Your appointment is scheduled on Tuesday at 6:30 PM.,normal
Your child’s school will reopen on Tuesday.,normal
Your Microsoft subscription has been successfully renewed.,normal
Thank you for visiting our store.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Your ticket #48979 has been confirmed for 15/11/2025.,normal
Your Microsoft subscription has been successfully renewed.,normal
Your HDFC account balance is ₹7726.,normal
Your Axis account balance is ₹26993.,normal
Reminder: Your appointment is scheduled on Tuesday at 10:00 AM.,normal
Your electricity bill for Tuesday is ₹21677.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Reminder: Your appointment is scheduled on Monday at 10:00 AM.,normal
Reminder: Your appointment is scheduled on Monday at 3:00 PM.,normal
Your child’s school will reopen on 12/10/2025.,normal
Your electricity bill for 15/11/2025 is ₹33078.,normal
Your payment of ₹21677 has been received successfully.,normal
Reminder: Your appointment is scheduled on Tuesday at 3:00 PM.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Thank you for visiting our website.,normal
Your child’s school will reopen on Monday.,normal
Your order #94123 has been shipped and will arrive by 15/11/2025.,normal
Your order #30889 has been shipped and will arrive by Tuesday.,normal
Your order #84071 has been shipped and will arrive by Monday.,normal
Your Paytm subscription has been successfully renewed.,normal
Your order #20161 has been shipped and will arrive by 12/10/2025.,normal
Your payment of ₹44668 has been received successfully.,normal
Your electricity bill for Tuesday is ₹31530.,normal
Your order #47286 has been shipped and will arrive by Tuesday.,normal
Your electricity bill for Monday is ₹41145.,normal
Your order #79695 has been shipped and will arrive by 12/10/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Thank you for visiting our website.,normal
Thank you for visiting our website.,normal
Your order #23426 has been shipped and will arrive by 15/11/2025.,normal
Your electricity bill for Tuesday is ₹27094.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your payment of ₹24079 has been received successfully.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Reminder: Your appointment is scheduled on Monday at 6:30 PM.,normal
Your Paytm subscription has been successfully renewed.,normal
Your ICICI account balance is ₹11586.,normal
Your electricity bill for 15/11/2025 is ₹1899.,normal
Reminder: Your appointment is scheduled on Monday at 3:00 PM.,normal
Your order #51063 has been shipped and will arrive by 12/10/2025.,normal
Your PNB account balance is ₹20588.,normal
Your SBI account balance is ₹14210.,normal
Your Amazon subscription has been successfully renewed.,normal
Your HDFC account balance is ₹22912.,normal
Your ticket #84021 has been confirmed for Monday.,normal
Your ticket #20218 has been confirmed for Tuesday.,normal
Your ICICI account balance is ₹17112.,normal
Thank you for visiting our office.,normal
Your PNB account balance is ₹2249.,normal
Your Amazon subscription has been successfully renewed.,normal
Your electricity bill for 15/11/2025 is ₹40069.,normal
Your payment of ₹12854 has been received successfully.,normal
Reminder: Your appointment is scheduled on 15/11/2025 at 3:00 PM.,normal
Your ICICI account balance is ₹8745.,normal
Your child’s school will reopen on 15/11/2025.,normal
Your child’s school will reopen on 12/10/2025.,normal
Your child’s school will reopen on Tuesday.,normal
Your Axis account balance is ₹25512.,normal
Thank you for visiting our office.,normal
Reminder: Your appointment is scheduled on 12/10/2025 at 10:00 AM.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Your electricity bill for Tuesday is ₹9657.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Thank you for visiting our office.,normal
Your order #76773 has been shipped and will arrive by 15/11/2025.,normal
Your electricity bill for 15/11/2025 is ₹28079.,normal
Your electricity bill for 12/10/2025 is ₹28079.,normal
Your electricity bill for Tuesday is ₹49691.,normal
Your ticket #85951 has been confirmed for Tuesday.,normal
Thank you for visiting our store.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Your child’s school will reopen on Monday.,normal
Your ICICI account balance is ₹11586.,normal
Your payment of ₹22375 has been received successfully.,normal
Your payment of ₹4370 has been received successfully.,normal
Your order #79695 has been shipped and will arrive by 12/10/2025.,normal
Reminder: Your appointment is scheduled on 12/10/2025 at 6:30 PM.,normal
Reminder: Your appointment is scheduled on Monday at 3:00 PM.,normal
Your electricity bill for Monday is ₹49691.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Thank you for visiting our store.,normal
Reminder: Your appointment is scheduled on Tuesday at 10:00 AM.,normal
Your electricity bill for Tuesday is ₹7987.,normal
Reminder: Your appointment is scheduled on Tuesday at 10:00 AM.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Your ticket #24982 has been confirmed for 12/10/2025.,normal
Reminder: Your appointment is scheduled on Monday at 10:00 AM.,normal
Your payment of ₹36851 has been received successfully.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Your Paytm subscription has been successfully renewed.,normal
Your child’s school will reopen on Tuesday.,normal
Your child’s school will reopen on 12/10/2025.,normal
Your Microsoft subscription has been successfully renewed.,normal
Your electricity bill for Tuesday is ₹28056.,normal
Your electricity bill for Tuesday is ₹17112.,normal
Your payment of ₹36851 has been received successfully.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your child’s school will reopen on 12/10/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your ICICI account balance is ₹10927.,normal
Your electricity bill for Tuesday is ₹22375.,normal
Your SBI account balance is ₹4276.,normal
Your electricity bill for 15/11/2025 is ₹24042.,normal
Your Axis account balance is ₹31530.,normal
Your payment of ₹28079 has been received successfully.,normal
Your electricity bill for Monday is ₹38623.,normal
Your payment of ₹24042 has been received successfully.,normal
Your Microsoft subscription has been successfully renewed.,normal
Your child’s school will reopen on Tuesday.,normal
Reminder: Your appointment is scheduled on 12/10/2025 at 3:00 PM.,normal
Your payment of ₹24684 has been received successfully.,normal
Your PNB account balance is ₹7987.,normal
Your payment of ₹49691 has been received successfully.,normal
Your payment of ₹22375 has been received successfully.,normal
Your payment of ₹33078 has been received successfully.,normal
Thank you for visiting our website.,normal
Your ticket #62789 has been confirmed for 15/11/2025.,normal
Your electricity bill for 12/10/2025 is ₹3774.,normal
Your ticket #44677 has been confirmed for Tuesday.,normal
Your order #33572 has been shipped and will arrive by 12/10/2025.,normal
Reminder: Your appointment is scheduled on Monday at 6:30 PM.,normal
Your Google subscription has been successfully renewed.,normal
Thank you for visiting our office.,normal
Your order #21426 has been shipped and will arrive by 12/10/2025.,normal
Your child’s school will reopen on Tuesday.,normal
Your payment of ₹28056 has been received successfully.,normal
Your electricity bill for 12/10/2025 is ₹7987.,normal
Your child’s school will reopen on Monday.,normal
Your Netflix subscription has been successfully renewed.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Your Paytm subscription has been successfully renewed.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your child’s school will reopen on Tuesday.,normal
Your order #74164 has been shipped and will arrive by 12/10/2025.,normal
Your HDFC account balance is ₹28056.,normal
Reminder: Your appointment is scheduled on 15/11/2025 at 10:00 AM.,normal
Thank you for visiting our office.,normal
Your order #33572 has been shipped and will arrive by 15/11/2025.,normal
Your ticket #34732 has been confirmed for Monday.,normal
Your payment of ₹34314 has been received successfully.,normal
Reminder: Your appointment is scheduled on 15/11/2025 at 3:00 PM.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Your Amazon subscription has been successfully renewed.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Your payment of ₹7987 has been received successfully.,normal
Your ICICI account balance is ₹34581.,normal
Your payment of ₹28245 has been received successfully.,normal
Your payment of ₹14989 has been received successfully.,normal
Your payment of ₹3774 has been received successfully.,normal
Your ticket #18516 has been confirmed for Monday.,normal
Your Axis account balance is ₹34586.,normal
Your ticket #37460 has been confirmed for Tuesday.,normal
Thank you for visiting our store.,normal
Your ticket #22821 has been confirmed for 12/10/2025.,normal
Your ICICI account balance is ₹25512.,normal
Your ticket #43824 has been confirmed for 12/10/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Reminder: Your appointment is scheduled on Monday at 3:00 PM.,normal
Your Microsoft subscription has been successfully renewed.,normal
Your order #53869 has been shipped and will arrive by 12/10/2025.,normal
Reminder: Your appointment is scheduled on Tuesday at 6:30 PM.,normal
Your Paytm subscription has been successfully renewed.,normal
Your electricity bill for Tuesday is ₹43932.,normal
Your Paytm subscription has been successfully renewed.,normal
Reminder: Your appointment is scheduled on 12/10/2025 at 6:30 PM.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Your Google subscription has been successfully renewed.,normal
Your payment of ₹28245 has been received successfully.,normal
Your child’s school will reopen on 12/10/2025.,normal
Your payment of ₹19426 has been received successfully.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your order #94778 has been shipped and will arrive by Tuesday.,normal
Your payment of ₹11394 has been received successfully.,normal
Your electricity bill for 15/11/2025 is ₹36078.,normal
Your payment of ₹26479 has been received successfully.,normal
Thank you for visiting our website.,normal
Your payment of ₹17112 has been received successfully.,normal
Your electricity bill for Monday is ₹7726.,normal
Your order #36451 has been shipped and will arrive by Monday.,normal
Your payment of ₹4077 has been received successfully.,normal
Your Amazon subscription has been successfully renewed.,normal
Your ticket #26498 has been confirmed for 12/10/2025.,normal
Thank you for visiting our office.,normal
Thank you for visiting our office.,normal
Your electricity bill for 15/11/2025 is ₹38352.,normal
Your ticket #68511 has been confirmed for 15/11/2025.,normal
Your Axis account balance is ₹19426.,normal
Your Netflix subscription has been successfully renewed.,normal
Your ticket #66800 has been confirmed for Monday.,normal
Reminder: Your appointment is scheduled on 12/10/2025 at 10:00 AM.,normal
Your payment of ₹2249 has been received successfully.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Thank you for visiting our office.,normal
Your ticket #53869 has been confirmed for 12/10/2025.,normal
Your Netflix subscription has been successfully renewed.,normal
Your electricity bill for Tuesday is ₹39588.,normal
Your ICICI account balance is ₹39104.,normal
Your ticket #64495 has been confirmed for Monday.,normal
Your electricity bill for 15/11/2025 is ₹16443.,normal
Your ICICI account balance is ₹18357.,normal
Thank you for visiting our store.,normal
Your order #94123 has been shipped and will arrive by 15/11/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your electricity bill for Tuesday is ₹44668.,normal
Your electricity bill for 15/11/2025 is ₹23298.,normal
Your SBI account balance is ₹26993.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Thank you for visiting our store.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your order #81553 has been shipped and will arrive by Monday.,normal
Your child’s school will reopen on 15/11/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Thank you for visiting our store.,normal
Your Netflix subscription has been successfully renewed.,normal
Your order #44514 has been shipped and will arrive by Monday.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Your ticket #32094 has been confirmed for Tuesday.,normal
Thank you for visiting our store.,normal
Your electricity bill for 15/11/2025 is ₹12854.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Your electricity bill for Monday is ₹26185.,normal
Your HDFC account balance is ₹28056.,normal
Your ticket #67711 has been confirmed for Monday.,normal
Your electricity bill for 12/10/2025 is ₹24079.,normal
Reminder: Your appointment is scheduled on 12/10/2025 at 3:00 PM.,normal
Your payment of ₹27094 has been received successfully.,normal
Your order #24588 has been shipped and will arrive by 12/10/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your child’s school will reopen on Monday.,normal
Thank you for visiting our store.,normal
Your ticket #33929 has been confirmed for 15/11/2025.,normal
Your HDFC account balance is ₹27094.,normal
Your ticket #23426 has been confirmed for 12/10/2025.,normal
Your ticket #33572 has been confirmed for 12/10/2025.,normal
Your order #31893 has been shipped and will arrive by Tuesday.,normal
Reminder: Your appointment is scheduled on Monday at 10:00 AM.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Reminder: Your appointment is scheduled on Tuesday at 6:30 PM.,normal
Your order #44514 has been shipped and will arrive by 15/11/2025.,normal
Your ticket #33929 has been confirmed for Monday.,normal
Your electricity bill for Monday is ₹12075.,normal
Reminder: Your appointment is scheduled on Monday at 10:00 AM.,normal
Your payment of ₹34581 has been received successfully.,normal
Your electricity bill for 15/11/2025 is ₹12528.,normal
Your ticket #64495 has been confirmed for 15/11/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Your ticket #75770 has been confirmed for Tuesday.,normal
Your child’s school will reopen on Tuesday.,normal
Your child’s school will reopen on Tuesday.,normal
Your ticket #53190 has been confirmed for 15/11/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Thank you for visiting our website.,normal
Your child’s school will reopen on Monday.,normal
Your Axis account balance is ₹14989.,normal
Your Axis account balance is ₹26479.,normal
Your payment of ₹33501 has been received successfully.,normal
Your HDFC account balance is ₹46084.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your electricity bill for Tuesday is ₹17698.,normal
Your Paytm subscription has been successfully renewed.,normal
Your PNB account balance is ₹36585.,normal
Thank you for visiting our store.,normal
Thank you for visiting our website.,normal
Thank you for visiting our store.,normal
Thank you for visiting our website.,normal
Your ticket #31029 has been confirmed for Monday.,normal
Your ticket #37460 has been confirmed for Monday.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Your ticket #99813 has been confirmed for Tuesday.,normal
Your child’s school will reopen on Monday.,normal
Thank you for visiting our office.,normal
Your order #30889 has been shipped and will arrive by Tuesday.,normal
Your payment of ₹27094 has been received successfully.,normal
Your ticket #11874 has been confirmed for 15/11/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Your electricity bill for 12/10/2025 is ₹10927.,normal
Your child’s school will reopen on Monday.,normal
Thank you for visiting our store.,normal
Your child’s school will reopen on Tuesday.,normal
Your order #26498 has been shipped and will arrive by Tuesday.,normal
Your ticket #56406 has been confirmed for Monday.,normal
Your electricity bill for Tuesday is ₹11586.,normal
Your Amazon subscription has been successfully renewed.,normal
Thank you for visiting our website.,normal
Your child’s school will reopen on Tuesday.,normal
Your HDFC account balance is ₹37690.,normal
Your electricity bill for 15/11/2025 is ₹12698.,normal
Your payment of ₹44219 has been received successfully.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Thank you for visiting our office.,normal
Your payment of ₹14210 has been received successfully.,normal
Your child’s school will reopen on Tuesday.,normal
Your HDFC account balance is ₹28079.,normal
Your PNB account balance is ₹31165.,normal
Your Google subscription has been successfully renewed.,normal
Your child’s school will reopen on 12/10/2025.,normal
Reminder: Your appointment is scheduled on 12/10/2025 at 6:30 PM.,normal
Your Microsoft subscription has been successfully renewed.,normal
Your child’s school will reopen on Monday.,normal
Your child’s school will reopen on 15/11/2025.,normal
Your child’s school will reopen on 12/10/2025.,normal
Your ticket #74183 has been confirmed for Tuesday.,normal
Your payment of ₹28245 has been received successfully.,normal
Thank you for visiting our store.,normal
Your Amazon subscription has been successfully renewed.,normal
Your Amazon subscription has been successfully renewed.,normal
Your PNB account balance is ₹48134.,normal
Reminder: Your appointment is scheduled on Monday at 6:30 PM.,normal
Your electricity bill for 12/10/2025 is ₹14989.,normal
Your Paytm subscription has been successfully renewed.,normal
Your HDFC account balance is ₹36585.,normal
Your Axis account balance is ₹19528.,normal
Your ticket #11975 has been confirmed for 12/10/2025.,normal
Your child’s school will reopen on 15/11/2025.,normal
Reminder: Your appointment is scheduled on Monday at 6:30 PM.,normal
Your Google subscription has been successfully renewed.,normal
Your order #84021 has been shipped and will arrive by 12/10/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Reminder: Your appointment is scheduled on 12/10/2025 at 10:00 AM.,normal
Your payment of ₹2249 has been received successfully.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Your electricity bill for Monday is ₹20588.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Your electricity bill for 15/11/2025 is ₹2784.,normal
Your electricity bill for 12/10/2025 is ₹14605.,normal
Your child’s school will reopen on 15/11/2025.,normal
Your electricity bill for Monday is ₹1899.,normal
Thank you for visiting our office.,normal
Your payment of ₹34314 has been received successfully.,normal
Thank you for visiting our website.,normal
Your Microsoft subscription has been successfully renewed.,normal
Reminder: Your appointment is scheduled on 12/10/2025 at 6:30 PM.,normal
Your ticket #33929 has been confirmed for 15/11/2025.,normal
Reminder: Your appointment is scheduled on 15/11/2025 at 3:00 PM.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Reminder: Your appointment is scheduled on Tuesday at 10:00 AM.,normal
Your Microsoft subscription has been successfully renewed.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Your ticket #62111 has been confirmed for 12/10/2025.,normal
Your electricity bill for 12/10/2025 is ₹43932.,normal
Thank you for visiting our store.,normal
Your order #10922 has been shipped and will arrive by Monday.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Your order #90670 has been shipped and will arrive by 12/10/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your Google subscription has been successfully renewed.,normal
Your order #74183 has been shipped and will arrive by 15/11/2025.,normal
Thank you for visiting our office.,normal
Your ICICI account balance is ₹44198.,normal
Thank you for visiting our website.,normal
Your PNB account balance is ₹39104.,normal
Your electricity bill for 12/10/2025 is ₹22375.,normal
Thank you for visiting our store.,normal
Thank you for visiting our office.,normal
Your child’s school will reopen on Monday.,normal
Your order #39977 has been shipped and will arrive by 12/10/2025.,normal
Your ticket #36451 has been confirmed for 15/11/2025.,normal
Your electricity bill for 15/11/2025 is ₹22375.,normal
Your payment of ₹34586 has been received successfully.,normal
Your child’s school will reopen on Monday.,normal
Your ticket #22821 has been confirmed for 15/11/2025.,normal
Reminder: Your appointment is scheduled on Monday at 6:30 PM.,normal
Reminder: Your appointment is scheduled on Monday at 6:30 PM.,normal
Thank you for visiting our store.,normal
Your PNB account balance is ₹36851.,normal
Your order #11874 has been shipped and will arrive by 15/11/2025.,normal
Your Paytm subscription has been successfully renewed.,normal
Your ticket #51997 has been confirmed for 12/10/2025.,normal
Your Axis account balance is ₹2784.,normal
Thank you for visiting our store.,normal
Your order #18516 has been shipped and will arrive by 12/10/2025.,normal
Reminder: Your appointment is scheduled on 12/10/2025 at 10:00 AM.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
Your Google subscription has been successfully renewed.,normal
Your Google subscription has been successfully renewed.,normal
Thank you for visiting our website.,normal
Your child’s school will reopen on Tuesday.,normal
Reminder: Your appointment is scheduled on Tuesday at 6:30 PM.,normal
Reminder: Your appointment is scheduled on Tuesday at 3:00 PM.,normal
Your electricity bill for Monday is ₹6068.,normal
Reminder: Your appointment is scheduled on 12/10/2025 at 6:30 PM.,normal
Your electricity bill for Tuesday is ₹25344.,normal
Your child’s school will reopen on Monday.,normal
Your child’s school will reopen on 15/11/2025.,normal
Your order #20218 has been shipped and will arrive by Monday.,normal
Your ticket #32094 has been confirmed for 15/11/2025.,normal
Your electricity bill for 15/11/2025 is ₹14989.,normal
Your HDFC account balance is ₹2784.,normal
Your payment of ₹34581 has been received successfully.,normal
Thank you for visiting our website.,normal
Your order #64015 has been shipped and will arrive by Tuesday.,normal
Your child’s school will reopen on Tuesday.,normal
Reminder: Your appointment is scheduled on Monday at 10:00 AM.,normal
Thank you for visiting our office.,normal
Your SBI account balance is ₹24684.,normal
Your payment of ₹24042 has been received successfully.,normal
Your child’s school will reopen on Monday.,normal
Your payment of ₹27473 has been received successfully.,normal
Your ticket #74183 has been confirmed for 15/11/2025.,normal
Your electricity bill for 12/10/2025 is ₹24042.,normal
Your PNB account balance is ₹4077.,normal
Your Netflix subscription has been successfully renewed.,normal
Your electricity bill for Monday is ₹21110.,normal
Thank you for visiting our office.,normal
Reminder: Your appointment is scheduled on Monday at 3:00 PM.,normal
Your electricity bill for Tuesday is ₹20588.,normal
Your payment of ₹28079 has been received successfully.,normal
Your electricity bill for 15/11/2025 is ₹36078.,normal
Your Google subscription has been successfully renewed.,normal
Your ticket #48979 has been confirmed for 12/10/2025.,normal
Your SBI account balance is ₹26993.,normal
Your child’s school will reopen on Monday.,normal
Your payment of ₹49642 has been received successfully.,normal
Your ticket #34732 has been confirmed for 12/10/2025.,normal
Your payment of ₹36851 has been received successfully.,normal
Your Amazon subscription has been successfully renewed.,normal
Your ICICI account balance is ₹14210.,normal
Your PNB account balance is ₹1899.,normal
Thank you for visiting our store.,normal
Your ticket #81553 has been confirmed for Tuesday.,normal
Your ticket #21426 has been confirmed for 12/10/2025.,normal
Your electricity bill for Tuesday is ₹14989.,normal
Your child’s school will reopen on 12/10/2025.,normal
Your order #31893 has been shipped and will arrive by 15/11/2025.,normal
Your ticket #85951 has been confirmed for Tuesday.,normal
Your ticket #81553 has been confirmed for 15/11/2025.,normal
Your electricity bill for Monday is ₹44511.,normal
Your payment of ₹5822 has been received successfully.,normal
Your order #74164 has been shipped and will arrive by 15/11/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 3:00 PM.",normal
Your SBI account balance is ₹40371.,normal
Thank you for visiting our office.,normal
Your electricity bill for 15/11/2025 is ₹44198.,normal
Your order #82555 has been shipped and will arrive by 12/10/2025.,normal
Your order #51063 has been shipped and will arrive by Monday.,normal
Reminder: Your appointment is scheduled on Tuesday at 3:00 PM.,normal
Your ticket #35204 has been confirmed for 15/11/2025.,normal
Your SBI account balance is ₹24684.,normal
Your payment of ₹24079 has been received successfully.,normal
Your ticket #15369 has been confirmed for 15/11/2025.,normal
Your ICICI account balance is ₹33501.,normal
Your ticket #62789 has been confirmed for Monday.,normal
Your child’s school will reopen on 15/11/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your order #30077 has been shipped and will arrive by 12/10/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Thank you for visiting our website.,normal
Your order #18516 has been shipped and will arrive by Tuesday.,normal
Reminder: Your appointment is scheduled on 15/11/2025 at 6:30 PM.,normal
Thank you for visiting our office.,normal
Your ticket #15369 has been confirmed for 12/10/2025.,normal
Your order #74164 has been shipped and will arrive by Monday.,normal
Reminder: Your appointment is scheduled on 12/10/2025 at 10:00 AM.,normal
Your order #56406 has been shipped and will arrive by 15/11/2025.,normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your electricity bill for 15/11/2025 is ₹24079.,normal
"Hello, this is a reminder for your upcoming meeting at 10:00 AM.",normal
"Hello, this is a reminder for your upcoming meeting at 6:30 PM.",normal
Your ticket #43338 has been confirmed for Monday.,normal
Your electricity bill for Tuesday is ₹48134.,normal
Your electricity bill for 15/11/2025 is ₹36247.,normal
Thank you for visiting our office.,normal
Your electricity bill for Tuesday is ₹39104.,normal
Your order #99813 has been shipped and will arrive by Tuesday.,normal
Your payment of ₹3001 has been received successfully.,normal
Your payment of ₹36078 has been received successfully.,normal
